,activity,user,pc,id,content,date
338,File Open,admin4418,121.36.44.18,9d5e15bb5194cb3fbd1730fe074bf8a2,svchost FileIO/Read $IGIO7SG.txt,05/15/2022 06:23:12
339,File Open,admin4418,121.36.44.18,e7291f0c8777f80116dedd0909d02d25,backgroundTaskHost FileIO/Read FlightingLogging.txt,05/15/2022 06:44:24
340,File Open,admin35254,121.36.35.254,c138676eecc583ce4d2e2b2b5ede94ea,svchost FileIO/Read $IO887KE.zip,05/15/2022 10:27:42
341,File Open,admin35254,121.36.35.254,afc46a3cd2e190e4d979dfb48866fa8c,svchost FileIO/Read $IW5TSVM.txt,05/15/2022 10:27:42
342,File Open,admin35254,121.36.35.254,ac314902804e4460a6cb17697b6208a2,SearchUI FileIO/Read AppsGlobals.txt,05/15/2022 15:32:03
343,File Open,admin35254,121.36.35.254,4cfb1fc75ce871e33df13fb0d14da78d,SearchUI FileIO/Read Appssynonyms.txt,05/15/2022 15:32:03
344,File Write,admin35254,121.36.35.254,a835e46c40e38cacf80ba5e15a7b9fbb,SearchUI FileIO/Write 0.2.filtertrie.intermediate.txt,05/15/2022 15:32:03
345,File Write,admin35254,121.36.35.254,731b83e6b340ae84aca3c7e650528416,SearchUI FileIO/Write 0.1.filtertrie.intermediate.txt,05/15/2022 15:32:03
346,File Write,admin35254,121.36.35.254,72d35270506557b2a6b9b2b1ad7854af,SearchUI FileIO/Write 0.0.filtertrie.intermediate.txt,05/15/2022 15:32:03
347,File Write,admin35254,121.36.35.254,fe1e6e77dd478ec1cde991124c4c7977,SearchUI FileIO/Write AppCache132970737387556193.txt.~tmp,05/15/2022 15:32:03
348,File Open,admin35254,121.36.35.254,c7f892335a1b85077498ffb3cc8155b0,SearchUI FileIO/Read AppsConversions.txt,05/15/2022 15:32:03
349,File Open,admin4418,121.36.44.18,41c1eedacb44a7b0ad4a98a98b327972,MsMpEng FileIO/Read 0.0.filtertrie.intermediate.txt,05/15/2022 19:44:25
350,File Open,admin4418,121.36.44.18,591d9079ad1fc4a3ae82bfb12a45c695,MsMpEng FileIO/Read autofill_labeling_features_email.txt,05/15/2022 20:49:01
351,File Open,admin4418,121.36.44.18,0fcacb7bf06b619b20884b5a4a3c1826,MsMpEng FileIO/Read autofill_labeling_features.txt,05/15/2022 20:49:01
352,File Write,admin4418,121.36.44.18,e061aba957cc9b971ca03ef519b4ce61,setup FileIO/Write autofill_labeling_features.txt,05/15/2022 20:49:14
353,File Open,admin4418,121.36.44.18,7464c79c080d98c026263064c9e13519,setup FileIO/Read autofill_labeling_features_email.txt,05/15/2022 20:49:14
354,File Write,admin4418,121.36.44.18,9f12e076ca638cde6214a6fa57870938,setup FileIO/Write autofill_labeling_features_email.txt,05/15/2022 20:49:14
355,File Open,admin4418,121.36.44.18,bd5623ade68fa831e2cbae0d520c9435,setup FileIO/Read autofill_labeling_features.txt,05/15/2022 20:49:14
356,File Open,admin4418,121.36.44.18,af1ba408851a012b4728e8d5a9994eea,explorer FileIO/Read CachedImage_1366_768_POS4.jpg,05/15/2022 20:49:19
357,File Open,admin4418,121.36.44.18,ef89845261a8dafcc9c96a39609405c6,MsMpEng FileIO/Read AppCache132970926061197273.txt.~tmp,05/15/2022 20:49:21
358,File Open,admin4418,121.36.44.18,0a5c5706b88c6ee0f55a1e7d246b1cd9,MsMpEng FileIO/Read 0.0.filtertrie.intermediate.txt,05/15/2022 20:49:23
359,File Open,admin4418,121.36.44.18,cae4b999c4ed1e57158ea09998f423a9,MsMpEng FileIO/Read telemetry-dll-ramp-value.txt,05/15/2022 22:09:33
360,File Open,admin4418,121.36.44.18,a049c32f950646c5561bee7cc6862ccc,Microsoft.SharePoint FileIO/Read telemetry-dll-ramp-value.txt,05/15/2022 22:09:33
361,File Write,admin4418,121.36.44.18,5a299874a9707a49137d474ea9a2d755,Microsoft.SharePoint FileIO/Write telemetry-dll-ramp-value.txt,05/15/2022 22:09:33
362,File Open,admin35254,121.36.35.254,43303b84c9fd86611e93af6772cf79da,svchost FileIO/Read $IW5TSVM.txt,05/15/2022 22:47:42
363,File Open,admin35254,121.36.35.254,4b6f6ada2a5f2f95464dcf9b074b2d14,svchost FileIO/Read $IO887KE.zip,05/15/2022 22:47:42
364,File Open,admin4418,121.36.44.18,f645c54011375ef69bf06e5fffb1c73d,MsMpEng FileIO/Read 0.0.filtertrie.intermediate.txt,05/15/2022 23:44:25
365,File Open,admin4418,121.36.44.18,ec67377c88bda8b80b53de8019eba8cc,MsMpEng FileIO/Read AppCache132971031098865997.txt.~tmp,05/15/2022 23:44:25
366,File Open,admin4418,121.36.44.18,99c1ad282d6f9d7252425657e5507086,MsMpEng FileIO/Read AppCache132971174620855276.txt.~tmp,05/16/2022 03:43:37
367,File Open,admin4418,121.36.44.18,a38b07f84599455365d449329c76e35a,MsMpEng FileIO/Read 0.0.filtertrie.intermediate.txt,05/16/2022 03:43:37
368,File Open,admin4418,121.36.44.18,595c5cbeaeda68d4f9848706ae0766cb,MsMpEng FileIO/Read img2.jpg,05/16/2022 04:14:26
369,File Open,admin4418,121.36.44.18,a642c039ce4ecd1089d07c6969c66ffa,MsMpEng FileIO/Read img0_768x1366.jpg,05/16/2022 04:14:27
370,File Open,admin4418,121.36.44.18,5ad2758b6e3b325e4cc4c7ac6c7c4a9f,MsMpEng FileIO/Read sdengin2.dll.mui,05/16/2022 04:14:27
371,File Open,admin4418,121.36.44.18,a26d59f2a7cc54185cf7d74e68b4c204,MsMpEng FileIO/Read security_watermark.jpg,05/16/2022 04:14:28
372,File Open,admin4418,121.36.44.18,2be76a3741d2b6ba2738b5db36ff7ddd,MsMpEng FileIO/Read img7.jpg,05/16/2022 04:14:28
373,File Open,admin4418,121.36.44.18,1a84cb48cdef8f1f83eb5c6742c5415d,MsMpEng FileIO/Read 29.jpg,05/16/2022 04:14:29
374,File Open,admin4418,121.36.44.18,327087243e9d52329ddd5cdf914000f8,MsMpEng FileIO/Read img1.jpg,05/16/2022 04:14:30
375,File Open,admin4418,121.36.44.18,f1ca809c39b455d79d897908cb6f6d7a,MsMpEng FileIO/Read background_roomtracing_05.jpg,05/16/2022 04:14:30
376,File Open,admin4418,121.36.44.18,606f6d6d85eba958dfa9c2f4c5899121,MsMpEng FileIO/Read theme_photo_greentreetops_background.jpg,05/16/2022 04:14:30
377,File Open,admin4418,121.36.44.18,bf5f44ed66564abfbe6974eda91fbc82,MsMpEng FileIO/Read microsoftsolitairewidetile.scale-200.jpg,05/16/2022 04:14:30
378,File Open,admin4418,121.36.44.18,08661bb47920e5dc34b3d8c5323a8a80,MsMpEng FileIO/Read thirdpartynotice.txt,05/16/2022 04:14:31
379,File Open,admin35254,121.36.35.254,642cf6c799dad50354f09641857e0b70,MsMpEng FileIO/Read img0.jpg,05/16/2022 05:28:27
380,File Open,admin35254,121.36.35.254,dda14a2b97823a6086cc420d7c658dae,MsMpEng FileIO/Read SharpBitsConsole.zip,05/16/2022 05:28:46
381,File Open,admin35254,121.36.35.254,ac2024f975df3855932f816f5d774481,MsMpEng FileIO/Read img0.jpg,05/16/2022 05:28:46
382,File Open,admin4418,121.36.44.18,363688aeb6318e7bc5db8b32210606d8,svchost FileIO/Read $IGIO7SG.txt,05/16/2022 07:03:12
383,File Open,admin4418,121.36.44.18,668074db4cdd7f9c933b294cbb926918,svchost FileIO/Read $IZ3Q9ZA.zip,05/16/2022 07:03:12
384,File Open,admin4418,121.36.44.18,2b2a5e9b340a50a523b3a6aede3d3604,svchost FileIO/Read $I87D1UP.txt,05/16/2022 07:03:12
385,File Open,admin35254,121.36.35.254,8307355680c14a3f6087d95640bc1401,MsMpEng FileIO/Read windows.data.pdf.dll,05/16/2022 07:10:33
386,File Open,admin35254,121.36.35.254,272b48f6dc4ea32c8954ec30dc66822c,MsMpEng FileIO/Read xpsdocumenttargetprint.dll,05/16/2022 07:10:35
387,File Open,admin35254,121.36.35.254,285279b211aeede6551e9e76f4ff9bf3,MsMpEng FileIO/Read windows.data.pdf.dll,05/16/2022 07:10:39
388,File Open,admin35254,121.36.35.254,3f027d4e618d7bf835a40e2a93a346bd,MsMpEng FileIO/Read xpsdocumenttargetprint.dll,05/16/2022 07:10:40
389,File Open,admin4418,121.36.44.18,1c2dd3a900671937b8e1aaab83461bc4,MsMpEng FileIO/Read AppCache132971319103885177.txt.~tmp,05/16/2022 07:44:25
390,File Open,admin4418,121.36.44.18,e9223fd724e7f13950c6d8f582ff4756,MsMpEng FileIO/Read 0.0.filtertrie.intermediate.txt,05/16/2022 07:44:26
391,File Open,admin35254,121.36.35.254,b0eca049da725b3f89bfda1c361b79a7,svchost FileIO/Read $IO887KE.zip,05/16/2022 11:07:42
392,File Open,admin35254,121.36.35.254,962773d169a0ef48ce4249d83ec14737,svchost FileIO/Read $IW5TSVM.txt,05/16/2022 11:07:42
393,File Write,admin35254,121.36.35.254,4d8b8e690570ffd9901ae316ac0ffedc,SearchUI FileIO/Write 0.2.filtertrie.intermediate.txt,05/16/2022 15:32:03
394,File Write,admin35254,121.36.35.254,64cabbc576756c97f77f917d38d3eaac,SearchUI FileIO/Write 0.1.filtertrie.intermediate.txt,05/16/2022 15:32:03
395,File Open,admin35254,121.36.35.254,e39e4220852e733c11c0a283e185f560,SearchUI FileIO/Read AppsConversions.txt,05/16/2022 15:32:03
396,File Open,admin35254,121.36.35.254,11e922e53328ba2081287d775617e000,SearchUI FileIO/Read Appssynonyms.txt,05/16/2022 15:32:03
397,File Write,admin35254,121.36.35.254,a83183068aecdff206ed9edb89063c3d,SearchUI FileIO/Write AppCache132971601387583861.txt.~tmp,05/16/2022 15:32:03
398,File Open,admin35254,121.36.35.254,ca643fab434214b4f2f390344c58b541,SearchUI FileIO/Read AppsGlobals.txt,05/16/2022 15:32:03
399,File Write,admin35254,121.36.35.254,d2be07cfcb7c43b1c3240e2a5346af22,SearchUI FileIO/Write 0.0.filtertrie.intermediate.txt,05/16/2022 15:32:03
400,File Open,admin4418,121.36.44.18,525ec1342bfab3ced6f6dc3a633c6e82,MsMpEng FileIO/Read 0.0.filtertrie.intermediate.txt,05/16/2022 19:44:26
401,File Open,admin4418,121.36.44.18,fbea26b44d3996f933c07624d5927ac6,Microsoft.SharePoint FileIO/Read telemetry-dll-ramp-value.txt,05/16/2022 21:14:46
402,File Write,admin4418,121.36.44.18,e66bd4f0fb6e810e3bea18f2933aa33d,Microsoft.SharePoint FileIO/Write telemetry-dll-ramp-value.txt,05/16/2022 21:14:46
403,File Open,admin4418,121.36.44.18,883b1856d364af1af5ce6188e2b14ab0,MsMpEng FileIO/Read telemetry-dll-ramp-value.txt,05/16/2022 21:14:46
404,File Open,admin35254,121.36.35.254,fbe39bf4803fffac825be27880823452,LogonUI FileIO/Read LockScreen___1530_0780_notdimmed.jpg,05/16/2022 21:16:27
405,File Open,admin35254,121.36.35.254,773526db142adf55c76228afbf2094c9,explorer FileIO/Read CachedImage_1530_780_POS4.jpg,05/16/2022 21:16:28
406,File Write,admin35254,121.36.35.254,2344b5adeb4e57f5956769aad83068ef,explorer FileIO/Write CachedImage_1530_780_POS4.jpg,05/16/2022 21:16:28
407,File Open,admin35254,121.36.35.254,5a88b69b6b20c756b6419b1992c057ec,explorer FileIO/Read img0.jpg,05/16/2022 21:16:28
408,File Open,admin35254,121.36.35.254,7b5edeb82286b908fe94d750462b0cc8,explorer FileIO/Read $IO887KE.zip,05/16/2022 21:16:29
409,File Write,admin35254,121.36.35.254,a66557eca78f240d5eef746f5ba5c439,explorer FileIO/Write test_logon.txt.lnk,05/16/2022 21:23:39
410,File Write,admin35254,121.36.35.254,17a8404955ca82f2c796bab84b196c16,mmc FileIO/Write test_logon.txt,05/16/2022 21:23:39
411,File Write,admin35254,121.36.35.254,6c3f63ffe7546e8c56f145da82999a00,explorer FileIO/Write $IHRF2BI.txt,05/16/2022 21:24:10
412,File Open,admin35254,121.36.35.254,78b08cdb94bfae92209505c885efbb77,explorer FileIO/Read $IHRF2BI.txt,05/16/2022 21:24:10
413,File Write,admin35254,121.36.35.254,bf5fbb2efe97e296ed2f9395848e9790,explorer FileIO/Write anomaly_collect_time.txt.lnk,05/16/2022 21:30:35
414,File Open,admin4418,121.36.44.18,c8c9007de17eb0fcedde4d1a58e859bd,StartMenuExperienceHost FileIO/Read {BD6AF6C1-1942-4F4C-8180-E2432CB8996C}-Image448.jpg,05/16/2022 22:09:46
415,File Open,admin35254,121.36.35.254,b2812f54b5c605786e11bcf0246558e0,svchost FileIO/Read $IHRF2BI.txt,05/16/2022 23:27:42
416,File Open,admin35254,121.36.35.254,701f812aac10c655a487fb395d0ee237,svchost FileIO/Read $IW5TSVM.txt,05/16/2022 23:27:42
417,File Open,admin35254,121.36.35.254,e2ea5d3c71990b0c2ba5ba410f655868,svchost FileIO/Read $IO887KE.zip,05/16/2022 23:27:42
418,File Open,admin4418,121.36.44.18,a15e5c2cfb15f018cb72e3149f4cca81,MsMpEng FileIO/Read AppCache132971893910441405.txt.~tmp,05/16/2022 23:42:25
419,File Open,admin4418,121.36.44.18,ce41ba9e40242ddfdefb971059c7cb00,MsMpEng FileIO/Read 0.0.filtertrie.intermediate.txt,05/16/2022 23:42:26
420,WWW Visit,admin35254,121.36.35.254,791f34ec94da2ff216763132b8745351,chrome  TcpIp/Send  192.168.0.110 to 204.79.197.200,05/17/2022 01:46:21
421,WWW Visit,admin35254,121.36.35.254,23d03fedd3dbae2d2344b6aee91cd5d5,chrome  TcpIp/Recv  192.168.0.110 to 204.79.197.200,05/17/2022 01:46:21
422,WWW Visit,admin35254,121.36.35.254,4bf1ac7869beb823e2a223a7adad0fee,chrome  TcpIp/Send  192.168.0.110 to 103.215.142.108,05/17/2022 01:46:27
423,WWW Visit,admin35254,121.36.35.254,7d267ef0370f93d64038e590bfebb07d,chrome  TcpIp/Recv  192.168.0.110 to 103.215.142.108,05/17/2022 01:46:27
424,WWW Visit,admin35254,121.36.35.254,32ac07a2dbc92c213e461dc3aad0e038,chrome  TcpIp/Recv  192.168.0.110 to 20.190.144.163,05/17/2022 01:46:27
425,WWW Visit,admin35254,121.36.35.254,1b1adfabef67e4250af5f70d38394cc5,chrome  TcpIp/Send  192.168.0.110 to 168.63.134.114,05/17/2022 01:46:27
426,WWW Visit,admin35254,121.36.35.254,b67c828972f65d9e80cd987de462d00f,chrome  TcpIp/Recv  192.168.0.110 to 168.63.134.114,05/17/2022 01:46:27
427,WWW Visit,admin35254,121.36.35.254,926d8f58837c1000b7f9cbdee5479567,chrome  TcpIp/Send  192.168.0.110 to 20.190.144.161,05/17/2022 01:46:27
428,WWW Visit,admin35254,121.36.35.254,a8329f71e92d99c25b0ce21b127a402e,chrome  TcpIp/Recv  192.168.0.110 to 20.190.144.161,05/17/2022 01:46:27
429,WWW Visit,admin35254,121.36.35.254,61be32e009e572084a2a749415ac091e,chrome  TcpIp/Send  192.168.0.110 to 20.190.144.163,05/17/2022 01:46:27
430,WWW Visit,admin35254,121.36.35.254,e0cf9e99c34377df258cf9135e86eaa0,chrome  TcpIp/Send  192.168.0.110 to 203.205.250.113,05/17/2022 01:46:28
431,WWW Visit,admin35254,121.36.35.254,acd67b7915267eed8ed34bb7c0cc5c61,chrome  TcpIp/Recv  192.168.0.110 to 203.205.250.113,05/17/2022 01:46:28
432,WWW Visit,admin35254,121.36.35.254,09827d50035be8e02f9726b28574339c,chrome  TcpIp/Send  192.168.0.110 to 202.89.233.100,05/17/2022 01:46:29
433,WWW Visit,admin35254,121.36.35.254,357665e1e4a0f391aea0fd9d48ebd012,chrome  TcpIp/Recv  192.168.0.110 to 202.89.233.100,05/17/2022 01:46:29
434,WWW Visit,admin35254,121.36.35.254,bf781da884e220c33198f1a052dfc4fc,chrome  TcpIp/Send  192.168.0.110 to 119.28.164.206,05/17/2022 01:46:29
435,WWW Visit,admin35254,121.36.35.254,ca6539e75f3d7027f99dfd2b361e6eba,chrome  TcpIp/Recv  192.168.0.110 to 119.28.164.206,05/17/2022 01:46:29
436,WWW Visit,admin35254,121.36.35.254,954fe337603b9fcbc8a33c43db0e8bff,chrome  TcpIp/Send  192.168.0.110 to 220.181.33.11,05/17/2022 01:46:30
437,WWW Visit,admin35254,121.36.35.254,607bcb369fdabccdb845ded1853ac66c,chrome  TcpIp/Recv  192.168.0.110 to 220.181.33.11,05/17/2022 01:46:30
438,WWW Visit,admin35254,121.36.35.254,f29e255888f473f9df8d1467ee49ed1c,chrome  TcpIp/Send  192.168.0.110 to 103.15.99.82,05/17/2022 01:46:30
439,WWW Visit,admin35254,121.36.35.254,dd677e198b5623e976d105fb0f2574c3,chrome  TcpIp/Recv  192.168.0.110 to 103.15.99.82,05/17/2022 01:46:30
440,WWW Visit,admin35254,121.36.35.254,46d12acd3e22d59562ab8dfb291b3e88,chrome  TcpIp/Send  192.168.0.110 to 113.113.67.41,05/17/2022 01:46:30
441,WWW Visit,admin35254,121.36.35.254,8297e448507177e115c4696ff1dfce30,chrome  TcpIp/Recv  192.168.0.110 to 113.113.67.41,05/17/2022 01:46:30
442,WWW Visit,admin35254,121.36.35.254,4b23c48e22f59d06ae72cdf430c58575,chrome  TcpIp/Send  192.168.0.110 to 203.205.137.52,05/17/2022 01:46:31
443,WWW Visit,admin35254,121.36.35.254,b2cd2473c82f2a63c5ddb2af7ebdcfb4,chrome  TcpIp/Recv  192.168.0.110 to 203.205.137.52,05/17/2022 01:46:31
444,WWW Visit,admin35254,121.36.35.254,ace607eb6c4e4bc62d7cdbc4b1f96054,chrome  TcpIp/Recv  192.168.0.110 to 192.144.195.62,05/17/2022 01:46:33
445,WWW Visit,admin35254,121.36.35.254,ce8383ce0bff2edc75a57db35b9365c0,chrome  TcpIp/Recv  192.168.0.110 to 118.89.204.198,05/17/2022 01:46:33
446,WWW Visit,admin35254,121.36.35.254,d117fcc97eeafab5af3cac5128b15a23,chrome  TcpIp/Send  192.168.0.110 to 192.144.195.62,05/17/2022 01:46:33
447,WWW Visit,admin35254,121.36.35.254,3e4d514caf7faa0e71d5d376dbb2a1e5,chrome  TcpIp/Send  192.168.0.110 to 118.89.204.198,05/17/2022 01:46:33
448,WWW Visit,admin35254,121.36.35.254,c5597a40d3d8c2de58a1e148db50af49,chrome  TcpIp/Send  192.168.0.110 to 220.181.131.229,05/17/2022 01:46:35
449,WWW Visit,admin35254,121.36.35.254,cc5a309897a6e6f553b51b6768548696,chrome  TcpIp/Recv  192.168.0.110 to 220.181.131.229,05/17/2022 01:46:35
450,WWW Visit,admin35254,121.36.35.254,31abfc06fc57ba1b286e91995591d656,chrome  TcpIp/Send  192.168.0.110 to 103.41.167.235,05/17/2022 01:46:35
451,WWW Visit,admin35254,121.36.35.254,dd01cb92053005336080382cf86dc774,chrome  TcpIp/Recv  192.168.0.110 to 103.41.167.235,05/17/2022 01:46:35
452,WWW Visit,admin35254,121.36.35.254,4355f60398d8f418f188194d0280ebcb,chrome  TcpIp/Recv  192.168.0.110 to 59.111.19.16,05/17/2022 01:46:36
453,WWW Visit,admin35254,121.36.35.254,a00555444c91f332de30327d5de83272,chrome  TcpIp/Recv  192.168.0.110 to 157.148.65.35,05/17/2022 01:46:36
454,WWW Visit,admin35254,121.36.35.254,83ef99f1531729cd8708b53225d25579,chrome  TcpIp/Send  192.168.0.110 to 59.111.160.201,05/17/2022 01:46:36
455,WWW Visit,admin35254,121.36.35.254,068d4deec481aebf219afc1f86ca8914,chrome  TcpIp/Recv  192.168.0.110 to 59.111.160.201,05/17/2022 01:46:36
456,WWW Visit,admin35254,121.36.35.254,29a43661668cb944127423a028162173,chrome  TcpIp/Send  192.168.0.110 to 157.148.65.35,05/17/2022 01:46:36
457,WWW Visit,admin35254,121.36.35.254,646b2f159933590d630fc1768f783e44,chrome  TcpIp/Send  192.168.0.110 to 59.111.19.16,05/17/2022 01:46:36
458,File Write,admin35254,121.36.35.254,a69ec05cc3fb61ee0034dbf0ac58a472,explorer FileIO/Write benign_0515.txt.lnk,05/17/2022 01:46:39
459,WWW Visit,admin35254,121.36.35.254,ec3094133545458be9288ae022167f20,chrome  TcpIp/Send  192.168.0.110 to 172.217.27.19,05/17/2022 01:51:42
460,WWW Visit,admin35254,121.36.35.254,dd475d043dd791b703754cdd7f95a293,chrome  TcpIp/Recv  192.168.0.110 to 172.217.27.19,05/17/2022 01:51:42
461,WWW Visit,admin35254,121.36.35.254,849b0c94acad2369a5fc889510b06f3d,chrome  TcpIp/Send  192.168.0.110 to 203.208.39.226,05/17/2022 02:03:51
462,WWW Visit,admin35254,121.36.35.254,f9e0db5c3dfcb421af046ec78fe565ce,chrome  TcpIp/Recv  192.168.0.110 to 203.208.39.226,05/17/2022 02:03:51
463,WWW Visit,admin35254,121.36.35.254,8a542961b774603f0dabc1c95f3caeb9,chrome  TcpIp/Recv  192.168.0.110 to 130.211.36.94,05/17/2022 02:20:23
464,WWW Visit,admin35254,121.36.35.254,570182b73616d1592aebd736588a4133,chrome  TcpIp/Send  192.168.0.110 to 130.211.36.94,05/17/2022 02:20:23
465,WWW Visit,admin35254,121.36.35.254,335b322b896c805676a5e2b1acd3273b,chrome  TcpIp/Send  192.168.0.110 to 203.208.50.162,05/17/2022 02:34:27
466,WWW Visit,admin35254,121.36.35.254,25b668b7fd9a7aa48a8b72b826a9d4ef,chrome  TcpIp/Recv  192.168.0.110 to 203.208.50.162,05/17/2022 02:34:27
467,WWW Visit,admin35254,121.36.35.254,7242679bdc0e7662838fea0fd6e58693,chrome  TcpIp/Send  192.168.0.110 to 58.63.233.98,05/17/2022 02:52:27
468,WWW Visit,admin35254,121.36.35.254,20c6adbe9e8270dd3642afdb1982b20f,chrome  TcpIp/Recv  192.168.0.110 to 58.63.233.98,05/17/2022 02:52:27
469,File Open,admin4418,121.36.44.18,ab20d62957e590e59b43eff9feded937,MsMpEng FileIO/Read AppCache132972039113420581.txt.~tmp,05/17/2022 03:44:26
470,File Open,admin4418,121.36.44.18,fc097f6f08322db738f4ffb52a29d865,MsMpEng FileIO/Read 0.0.filtertrie.intermediate.txt,05/17/2022 03:44:26
471,File Open,admin4418,121.36.44.18,a2d2e8f4e5d0addfaf67227d72ceab6a,MsMpEng FileIO/Read img0_768x1366.jpg,05/17/2022 04:14:27
472,File Open,admin4418,121.36.44.18,e84e254992e35cb2f4da9d5f45da38ee,MsMpEng FileIO/Read img2.jpg,05/17/2022 04:14:27
473,File Open,admin4418,121.36.44.18,51d4b4d28cf91bb4a67747fe92765ca5,MsMpEng FileIO/Read sdengin2.dll.mui,05/17/2022 04:14:28
474,File Open,admin4418,121.36.44.18,606ee9662289fb99ae73da68eeb6c2b6,MsMpEng FileIO/Read security_watermark.jpg,05/17/2022 04:14:29
475,File Open,admin4418,121.36.44.18,437cf15c513aaffa437293748584bdf4,MsMpEng FileIO/Read img7.jpg,05/17/2022 04:14:29
476,File Open,admin4418,121.36.44.18,bf22364bc8f6a3f28eab1cdf5cc56e55,MsMpEng FileIO/Read 29.jpg,05/17/2022 04:14:30
477,File Open,admin4418,121.36.44.18,9c70c59d1bd7e8a256decadcd8e30b84,MsMpEng FileIO/Read theme_photo_greentreetops_background.jpg,05/17/2022 04:14:31
478,File Open,admin4418,121.36.44.18,7ecb99256c8a821c62ba14d0073b33d0,MsMpEng FileIO/Read microsoftsolitairewidetile.scale-200.jpg,05/17/2022 04:14:31
479,File Open,admin4418,121.36.44.18,04e2f40ae84e11e884342b197fb315ca,MsMpEng FileIO/Read background_roomtracing_05.jpg,05/17/2022 04:14:31
480,File Open,admin4418,121.36.44.18,5b593d0931df4d62f400796448dfdaae,MsMpEng FileIO/Read thirdpartynotice.txt,05/17/2022 04:14:32
481,File Open,admin4418,121.36.44.18,4b758538e0764623a67ee23855c8c5f3,MsMpEng FileIO/Read img1.jpg,05/17/2022 04:14:32
482,File Open,admin4418,121.36.44.18,1af6e9b24d75e93f1b57bb69e2c97c2f,MsMpEng FileIO/Read img3.jpg,05/17/2022 04:14:33
483,File Open,admin4418,121.36.44.18,6ee24f4ac1857db543b92d52ff127e88,MsMpEng FileIO/Read tabletextserviceyi.txt,05/17/2022 04:14:33
484,File Open,admin4418,121.36.44.18,9e2bd3500be91ef64ea401a86a0e3586,MsMpEng FileIO/Read theme_photo_autumnleaves_background.jpg,05/17/2022 04:14:33
485,File Open,admin4418,121.36.44.18,0389e7c27054650d9e635b03f488d6a7,MsMpEng FileIO/Read theme_illustration_seasons_winter_thumbnail.jpg,05/17/2022 04:14:33
486,File Open,admin4418,121.36.44.18,1544e9a4852dda02f49c4ece6c8f77ec,MsMpEng FileIO/Read background_roomtracing_03.jpg,05/17/2022 04:14:33
487,File Open,admin4418,121.36.44.18,b67e7f2bf78a2e2237eb3457a9205f9b,MsMpEng FileIO/Read motioncontroller_hero.jpg,05/17/2022 04:14:33
488,File Open,admin4418,121.36.44.18,0a258057467093fa612cb89ef5e55647,MsMpEng FileIO/Read 34.jpg,05/17/2022 04:14:34
489,File Open,admin4418,121.36.44.18,e580af5388a1114c4fd6a9e22695adb6,MsMpEng FileIO/Read music_offline_demo_page2.jpg,05/17/2022 04:14:34
490,File Open,admin4418,121.36.44.18,05a8813b577ccc6fe036b5778b66663f,MsMpEng FileIO/Read windows.data.pdf.dll.mun,05/17/2022 04:14:35
491,File Open,admin4418,121.36.44.18,1385c7e1876b3f96ec864f5e3dcf907b,MsMpEng FileIO/Read motion_zoominright.jpg,05/17/2022 04:14:36
492,File Open,admin4418,121.36.44.18,1b1550eb8b5b3eed1cba6f40a93a0e6b,MsMpEng FileIO/Read background_safety_objects.jpg,05/17/2022 04:14:36
493,File Open,admin4418,121.36.44.18,7d874a98224c2a49762495a203d1264b,MsMpEng FileIO/Read 39.jpg,05/17/2022 04:14:37
494,File Open,admin4418,121.36.44.18,f27c1b34a615486068a5f1c298da06bd,MsMpEng FileIO/Read 40.jpg,05/17/2022 04:14:39
495,File Open,admin4418,121.36.44.18,205a2a672953b2d327d214ddb5734126,MsMpEng FileIO/Read theme_photo_watercolor_thumbnail_dark.jpg,05/17/2022 04:14:40
496,File Open,admin4418,121.36.44.18,ea27779059fb47788536f7d057f5ca12,MsMpEng FileIO/Read 4.jpg,05/17/2022 04:14:40
497,File Open,admin4418,121.36.44.18,48d131454da5ba4ce5dc0d5d3c5fe2d2,MsMpEng FileIO/Read sticker_icon_gravel.jpg,05/17/2022 04:14:41
498,File Open,admin4418,121.36.44.18,2d3f4036641e1e319395ed6874e5612f,MsMpEng FileIO/Read security_watermark.jpg,05/17/2022 04:14:42
499,File Open,admin4418,121.36.44.18,efec14be44ab8500b9211f44cfb131c4,MsMpEng FileIO/Read none.jpg,05/17/2022 04:14:42
500,File Open,admin4418,121.36.44.18,4bafe275fefd09ccbde33bd5546ed02d,MsMpEng FileIO/Read notice.txt,05/17/2022 04:14:43
501,File Open,admin4418,121.36.44.18,54a9e39e9bc54f94cdd3c96e211b4a0c,MsMpEng FileIO/Read windows.data.pdf.dll,05/17/2022 04:14:43
502,File Open,admin4418,121.36.44.18,3afb1b75baf6b709b79bc6b82a367e70,MsMpEng FileIO/Read img8.jpg,05/17/2022 04:14:44
503,File Open,admin4418,121.36.44.18,651ec2debb775a64d64075bd9a2c8252,MsMpEng FileIO/Read 27.jpg,05/17/2022 04:14:44
504,File Open,admin4418,121.36.44.18,2b512cb0cb3d6cade36fad0daca8decc,MsMpEng FileIO/Read background_forwarddirection_deskscale.jpg,05/17/2022 04:14:48
505,File Open,admin4418,121.36.44.18,b32ee1b256c154137524bafec435399c,MsMpEng FileIO/Read img0_1366x768.jpg,05/17/2022 04:14:48
506,File Open,admin4418,121.36.44.18,d91039a73a5fad7d91c98f2956b10d84,MsMpEng FileIO/Read theme_illustration_seasons_winter_thumbnail_dark.jpg,05/17/2022 04:14:48
